Part Number,Ja,Fe,Ma,Ap,My,Ju,Jl,Au,Se,Oc,No,De,1st Qtr,2nd Qtr,3rd Qtr,4th Qtr,This Year,Last Year
36312312285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36317720085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36312345823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
36318528711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36318564176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46517680685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46517688871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
36318532523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36319832032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
46517700047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46517692014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46518531478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13111338242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46517691335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46518526421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36311452727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
36311457803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
36318536905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
36317719729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
36317720082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36318548335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
36318561713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36318567683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36318561710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
36317710850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36317720083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36312335070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
36317664594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
36318532731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
36318534835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
36318406050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46517705814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36317650587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46517688995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
36312345808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
36317665606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36317708739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46517708836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36317671267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
46511234785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36317713558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36317664595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
36318560230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46517686732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
46512345500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
37146870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46517653264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36318564955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36317696789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36318359962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
36312312287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11417676366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36317708735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36317727840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36318359961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
36318531207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
36318561708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
36318561709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36318561711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
36318561712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
36318561714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46517664216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46518359991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36317106018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36318532732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46517688977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11317674453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36136850834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36311240238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
36311450859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36311450967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36311231700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83212365958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
36312311032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77521542248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36318389048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36317719730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
36317720084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36312301737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11418520232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36312302171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36312310973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46518531479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46519467927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46519444973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46518531590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46518550194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11437659947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46521233087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46521234514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
46522331805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46522331992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46522335616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46518551863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46521235511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46521454158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46522335325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46518543640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46522301704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46522331991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46518560671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46518560672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46521237786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46521231815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46537650674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46532335449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46527650721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46527691632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46527691635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46527670903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46528526523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46528526524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46522345456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46532310471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46527699005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46532335617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46532345275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46528520185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46532311722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46528528636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46527683131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46527723219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46527703598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46528526527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46524028135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46528528637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46532312966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46531231646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46524028218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46528526528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46532335323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46528536805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46519909279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
46527719350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46521237787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46531230219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46537669902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46537679105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
46537696765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46537696767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46537665503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46537683977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46537715118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46537715130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46537718154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46537712014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
46537707216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46537711373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46537678010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46537678011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46537669899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46537702153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46537707918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46537711374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46537708016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
46537719788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46537723021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46537724549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46538356967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46538414453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46538522378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46538522368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46538526525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46538526526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46538541983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
46541539602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46539457238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46539457230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46547727412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547693121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
46548532049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548532050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46538534651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46538562339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547706271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547709500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547727411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548529461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542316012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542316319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46542316700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46545A097B9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547672250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46548409674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46547684695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46538559146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548532486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46542328605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548520068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
46547678924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547699875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548388460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4371014360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547708754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548382537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46548403994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548520067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46548520069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46547681148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542313319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542328753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547684716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
46547697184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547729426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46538564609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547680363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46539457236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46539457226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46538526537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547658047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547672249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547672251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547672252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547688498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46547698986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46548409673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46539909561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
46548394452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46537727546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46547685965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46539457241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547681107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46539457229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46547699810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46547704244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46538547274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542300039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
16147720776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548532045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548532046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547683006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547683293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46547693122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
46547720291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547720292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542300046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542300088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
46542300445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542316073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46542317069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548414477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548530816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547680485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547680487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547680488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547680491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547680492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547694305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547708909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46547712002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46547717019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548389475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46539457863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547698985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547699779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547678918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46538545011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547704597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548404578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46548405348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46542300042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46548404461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547705577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
17117720095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547684770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542300134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46542311917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542315618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
46542315901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46539457861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46538560142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542346383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46542351516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
46545A097C0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46545A097C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547677386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46547684991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547684992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547690717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46547698443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46547698466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548522360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46541542041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46547693111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46547693120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46548540993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
46548536955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548543918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548543921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12141342853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13311738201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548543922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46549897984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46611455074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46549057696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548534258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548556661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548566278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46549445164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46549445299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548534265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46548532489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548534264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548532490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46611453999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46549445300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548545930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46548549364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548549365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46548549366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46617716309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46627671618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
46617694993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46617705386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46618536932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18211341478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46627658357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46621453668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46617682900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12127677560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46618532313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46622313253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46618526513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46617723819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46618567896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46622307857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
46618532214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46612308593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
46612313514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46612313515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46617659099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
46621230798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46622313516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46617713314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
46617677527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46617696124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46618530544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46618552143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46618556224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
