,Part Number,Description,Supplier Name,Price,Quantity,Months No Sale,Sales Last Month,Sales Last 3 Months,Sales Last 6 Months,Sales Last 9 Months,Sales Last 12 Months,Sales - This Year,Turnover,Total Cost
40636,43410091A,emblem italian flag,ducati,80.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.67
40645,43510351B,emblem 1100,ducati,31.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83
40646,43510351B,emblem 1100,ducati,31.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83
40666,43611421A,graphic ducatimultistrada,ducati,10.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29
40667,43611421A,graphic ducatimultistrada,ducati,10.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29
40673,43611791A,emblem hypermotard 1100s,ducati,8.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66
40674,43611791A,emblem hypermotard 1100s,ducati,8.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66
40687,43711661AT,emblem 1098,ducati,13.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.56
40688,43711661AT,emblem 1098,ducati,13.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.56
40695,43711861A,emblem s,ducati,1.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76
40696,43711861A,emblem s,ducati,1.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76
40717,43813651AA,"sticker ""ducati",ducati,14.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.98
40718,43813651AA,"sticker ""ducati",ducati,14.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.98
40721,43814111A,"graphic, rh termignoni",ducati,38.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78
40722,43814111A,"graphic, rh termignoni",ducati,38.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78
40725,43814111B,"graphic, lh termignoni",ducati,38.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78
40726,43814111B,"graphic, lh termignoni",ducati,38.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78
40769,4381D211A,'windshield' transfer foggy,ducati,10.99,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11
40770,4381D211A,'windshield' transfer foggy,ducati,10.99,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11
40773,4381E001A,transfer,ducati,19.99,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.94
40776,44212511A,air filter box,ducati,142.99,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.51
40777,44212511A,air filter box,ducati,142.99,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.51
40836,44710821B,upper chain sliding shoe,ducati,18.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6
40837,44710821B,upper chain sliding shoe,ducati,18.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6
40849,44712611A,upper chain sliding shoe,ducati,21.99,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.48
40850,44712611A,upper chain sliding shoe,ducati,21.99,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.48
40855,44910272A,sprocket t15,ducati,63.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8
40856,44910272A,sprocket t15,ducati,63.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8
40883,449A0491A,sprocket t15,ducati,62.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4
40884,449A0491A,sprocket t15,ducati,62.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4
40888,45040023A,movable tensioner roller pin,ducati,135.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.8
40889,45040023A,movable tensioner roller pin,ducati,135.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.8
40921,45120291A,complete movable tensioner,ducati,159.99,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.82
40922,45120291A,complete movable tensioner,ducati,159.99,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.82
40927,45610541A,shift lever,ducati,125.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.01
40928,45610541A,shift lever,ducati,125.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.01
40943,45612121AA,gear control lever,ducati,49.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.85
40944,45612121AA,gear control lever,ducati,49.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.85
40996,45720421A,"pedal, brake",ducati,175.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6
40997,45720421A,"pedal, brake",ducati,175.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6
41003,45720461A,"pedal, brake",ducati,133.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.35
41004,45720461A,"pedal, brake",ducati,133.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.35
41021,45720862AA,left side panel black,ducati,201.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.77
41022,45720862AA,left side panel black,ducati,201.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.77
41043,46012562B,"protector, heat",ducati,121.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.02
41044,46012562B,"protector, heat",ducati,121.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.02
41057,46013101A,cover flasher light,ducati,26.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52
41058,46013101A,cover flasher light,ducati,26.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52
41079,46016411A,heat guard l.h.,ducati,22.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.98
41080,46016411A,heat guard l.h.,ducati,22.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.98
41135,4601F481A,"protection, heat",ducati,5.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63
41136,4601F481A,"protection, heat",ducati,5.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63
41163,46210021A,spring washer 8 mm,ducati,0.99,25.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75
41164,46210021A,spring washer 8 mm,ducati,0.99,25.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75
41198,46410511B,"footrest, front lh",ducati,119.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.46
41199,46410511B,"footrest, front lh",ducati,119.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.46
41251,46664,lever pin,ducati,17.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
41252,46664,lever pin,ducati,17.99,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
41352,48016971A,cover handsfree,ducati,21.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74
41353,48016971A,cover handsfree,ducati,21.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74
41367,4801A301BA,cap lh,ducati,194.99,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.95
41368,4801A301BA,cap lh,ducati,194.99,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.95
41411,48110451AA,cowling,ducati,1052.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.74
41412,48110451AA,cowling,ducati,1052.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.74
41471,48222451AJ,rear fairing,ducati,1068.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.93
41472,48222451AJ,rear fairing,ducati,1068.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.93
41482,482Z0011B,"side cover, left",ducati,404.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.86
41483,482Z0011B,"side cover, left",ducati,404.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.86
41516,48610851A,"damper, sound arrester",ducati,27.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2
41517,48610851A,"damper, sound arrester",ducati,27.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2
41522,48612731A,"damper, sound arrester",ducati,1.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12
41577,49411221B,rear sprocket,ducati,305.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.57
41578,49411221B,rear sprocket,ducati,305.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.57
41619,49720071AC,"valve, tubeless tire",ducati,22.99,6.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.98
41620,49720071AC,"valve, tubeless tire",ducati,22.99,6.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.98
41648,50212181AD,rear wheel rim,ducati,3205.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564.34
41649,50212181AD,rear wheel rim,ducati,3205.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564.34
41659,50403085,ntrl switch washer,ducati,0.99,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
41660,50403085,ntrl switch washer,ducati,0.99,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
41682,5101H371A,fog light,ducati,41.99,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.02
41699,51640042A,horn,ducati,59.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5
41700,51640042A,horn,ducati,59.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5
41709,51840051B,"coil antenna, immobilizer",ducati,102.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.54
41710,51840051B,"coil antenna, immobilizer",ducati,102.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.54
41725,52010271C,headlight,ducati,429.99,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.98
41726,52010271C,headlight,ducati,429.99,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.98
41746,52310442A,rear-view mirror r.h.,ducati,122.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
41747,52310442A,rear-view mirror r.h.,ducati,122.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
41752,52310452A,rear-view mirror l.h.,ducati,122.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
41753,52310452A,rear-view mirror l.h.,ducati,122.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
41778,52320091AB,"mirror, right yellow",ducati,277.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.17
41779,52320091AB,"mirror, right yellow",ducati,277.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.17
41784,52320391A,rear-view mirror r.h.,ducati,308.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.2
41785,52320391A,rear-view mirror r.h.,ducati,308.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.2
41815,52320441A,rear-view mirror l.h.,ducati,167.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.31
41816,52320441A,rear-view mirror l.h.,ducati,167.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.31
41832,52340241A,right mirror,ducati,130.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.51
41833,52340241A,right mirror,ducati,130.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.51
41836,52340242AA,right mirror,ducati,130.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.54
41837,52340242AA,right mirror,ducati,130.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.54
41842,52340251A,left mirror,ducati,130.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.51
41843,52340251A,left mirror,ducati,130.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.51
41846,52340252AA,left mirror,ducati,130.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.54
41847,52340252AA,left mirror,ducati,130.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.54
41905,52510413A,tail light r.h.,ducati,321.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.77
41906,52510413A,tail light r.h.,ducati,321.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.77
41911,52510424A,tail light l.h.,ducati,327.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.26
41912,52510424A,tail light l.h.,ducati,327.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.26
41930,52510692A,taillight,ducati,421.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.74
41931,52510692A,taillight,ducati,421.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.74
41944,52910101A,"reflex reflector, rear",ducati,8.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.22
41945,52910101A,"reflex reflector, rear",ducati,8.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.22
41951,52910131B,"reflector, adhesive red",ducati,7.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
41952,52910131B,"reflector, adhesive red",ducati,7.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
41955,52910141B,"reflector, adhesive amber",ducati,8.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54
41956,52910141B,"reflector, adhesive amber",ducati,8.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54
41982,53010211B,"rear flasher light, right",ducati,46.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.62
41983,53010211B,"rear flasher light, right",ducati,46.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.62
41986,53010224A,flasher light front lh - rear,ducati,46.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99
41987,53010224A,flasher light front lh - rear,ducati,46.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99
41994,53010234A,flasher light front rh- rear l,ducati,46.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98
41995,53010234A,flasher light front rh- rear l,ducati,46.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98
41998,53010236A,flasher light front rh- rear l,ducati,46.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99
41999,53010236A,flasher light front rh- rear l,ducati,46.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99
42009,53010342A,turn indicator r.h.,ducati,134.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34
42010,53010342A,turn indicator r.h.,ducati,134.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34
42015,53010412B,turn indicator,ducati,94.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.49
42016,53010412B,turn indicator,ducati,94.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.49
42021,53010491A,turn indicator,ducati,109.99,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5
42055,53040164B,flasher light front lh - rear,ducati,45.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26
42056,53040164B,flasher light front lh - rear,ducati,45.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26
42066,53840051A,flasher relay,ducati,47.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75
42067,53840051A,flasher relay,ducati,47.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75
42071,53910211B,neutral switch assy,ducati,24.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6
42072,53910211B,neutral switch assy,ducati,24.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6
42075,53910223A,"switch assy, side stand",ducati,89.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.94
42076,53910223A,"switch assy, side stand",ducati,89.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.94
42100,53910401B,microswitch,ducati,72.99,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,50.83
42131,53940035A,"switch, rear brake",ducati,50.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.69
42132,53940035A,"switch, rear brake",ducati,50.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.69
42151,53940431A,"switch, clutch",ducati,134.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.41
42152,53940431A,"switch, clutch",ducati,134.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.41
42155,53940551A,"switch, stop",ducati,102.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.92
42156,53940551A,"switch, stop",ducati,102.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.92
42164,53940611A,microswitch,ducati,136.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.99
42165,53940611A,microswitch,ducati,136.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.99
42171,53940801A,microswitch,ducati,121.99,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.24
42192,54040321A,voltage regulator,ducati,201.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.39
42193,54040321A,voltage regulator,ducati,201.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.39
42255,55212121B,"sensor, speed",ducati,274.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.06
42256,55212121B,"sensor, speed",ducati,274.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.06
42286,55240121A,"sensor, air temperature",ducati,64.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.82
42287,55240121A,"sensor, air temperature",ducati,64.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.82
42310,55241441A,"sensor, pressure",ducati,114.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.59
42311,55241441A,"sensor, pressure",ducati,114.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.59
42314,55241452A,"sensor, temperature",ducati,78.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.47
42315,55241452A,"sensor, temperature",ducati,78.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.47
42327,55243731B,"sensor, pressure",ducati,104.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.63
42328,55243731B,"sensor, pressure",ducati,104.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.63
42331,55243941A,gearbox position sensor,ducati,111.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.17
42332,55243941A,gearbox position sensor,ducati,111.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.17
42343,55340041A,thermo-switch,ducati,203.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.38
42344,55340041A,thermo-switch,ducati,203.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.38
42356,55610181D,"shaft, stand",ducati,34.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5
42357,55610181D,"shaft, stand",ducati,34.99,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5
42360,55610361A,side stand,ducati,180.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42361,55610361A,side stand,ducati,180.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42378,55610663AB,"shaft, stand",ducati,12.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8
42379,55610663AB,"shaft, stand",ducati,12.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8
42417,55620371C,"bracket, side stand",ducati,158.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.8
42418,55620371C,"bracket, side stand",ducati,158.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.8
42422,55621013AA,side stand,ducati,284.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.88
42423,55621013AA,side stand,ducati,284.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.88
42432,55698,screw,ducati,0.99,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15
42433,55698,screw,ducati,0.99,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15
42449,56110501B,plate holder,ducati,19.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.77
42450,56110501B,plate holder,ducati,19.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.77
42463,56410711A,"guard, flap",ducati,215.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.14
42464,56410711A,"guard, flap",ducati,215.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.14
42487,564P1402AJ,front mudguard,ducati,393.99,1.0,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,275.54
42488,564P1402AJ,front mudguard,ducati,393.99,1.0,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,275.54
42619,58540311A,"reservoir, brake fluid",ducati,23.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.16
42620,58540311A,"reservoir, brake fluid",ducati,23.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.16
42711,59020411A,complete pipe set,ducati,144.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.22
42712,59020411A,complete pipe set,ducati,144.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.22
42751,59340301A,"electric motor, exhaust valve",ducati,427.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.49
42752,59340301A,"electric motor, exhaust valve",ducati,427.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.49
42873,59820611A,seat lock,ducati,93.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5
42874,59820611A,seat lock,ducati,93.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5
42896,59820927B,kit hands free + key psart par,ducati,1037.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.56
42897,59820927B,kit hands free + key psart par,ducati,1037.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.56
42939,59821891A,kit lock 1306,ducati,136.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.98
42940,59821891A,kit lock 1306,ducati,136.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.98
42945,59822011A,pannier locks kit,ducati,19.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2
42946,59822011A,pannier locks kit,ducati,19.99,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2
42954,59840113A,key blank,ducati,20.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.66
42955,59840113A,key blank,ducati,20.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.66
42976,59840361A,key with transponder,ducati,99.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.74
42977,59840361A,key with transponder,ducati,99.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.74
43009,60N107335,screw tcei m6x1.00x16,ducati,0.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28
43010,60N107335,screw tcei m6x1.00x16,ducati,0.99,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28
43057,61240131B,pad pins overhaul set,ducati,11.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42
43058,61240131B,pad pins overhaul set,ducati,11.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42
43063,61240161A,pad pins overhaul kit,ducati,13.99,2.0,2,0.0,1.0,2.0,2.0,2.0,2.0,0.0,14.5066
43090,61241221A,pad pins overhaul set,ducati,21.99,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97
43096,61340081A,rear brake pads set,ducati,38.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.85
43097,61340081A,rear brake pads set,ducati,38.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.85
43137,61340541A,rear brake pads set,ducati,40.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.89
43138,61340541A,rear brake pads set,ducati,40.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.89
43151,61340751A,front brake pads set,ducati,117.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.9
43152,61340751A,front brake pads set,ducati,117.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.9
43183,61340961A,pads pair,ducati,136.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.14
43184,61340961A,pads pair,ducati,136.99,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.14
43199,61341221A,brake pads set,ducati,48.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.28
43200,61341221A,brake pads set,ducati,48.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.28
43207,61341341A,front brake pads set,ducati,205.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.08
43208,61341341A,front brake pads set,ducati,205.99,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.08
43211,61610021A,joint y,ducati,7.99,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9
43212,61610021A,joint y,ducati,7.99,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9
43228,61840732A,front brake hose,ducati,221.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.67
43229,61840732A,front brake hose,ducati,221.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.67
43234,61841121A,"hose, front brake cylinder-",ducati,91.99,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.14
