,Part Number,Price,Margin,Quantity,Sales Last Year - Jan,Sales Last Year - Feb,Sales Last Year - Mar,Sales Last Year - Apr,Sales Last Year - May,Sales Last Year - Jun,Sales Last Year - Jul,Sales Last Year - Aug,Sales Last Year - Sep,Sales Last Year - Oct,Sales Last Year - Nov,Last Year Total Sales,Sales - Jan,Sales - Feb,Sales - Mar,Sales - Apr,Sales - May,Sales - Jun,Sales - Jul,Sales - Aug,Sales - Sep,Sales - Oct,Sales - Nov,Total Sales,Sales Last Week,Sales Last 2 Weeks,Sales Last Month,Sales Last 3 Months,Sales Last 6 Months,Sales Last 9 Months,Sales Last 12 Months,Sales Last 2 Years,Sales Last 3 Years,Sales Last 4 Years,Sales Last 5 Years,Cost Per Unit,Total Cost,Margin %,Obsolete
26726,2884424-266,604.99,181.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.49,1270.47,30.0,0
26727,2884899-266,279.99,84.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.99,391.98,30.0,0
26730,5454074,14.99,7.49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,67.5,49.97,1
26733,286192506,119.99,42.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99,77.99,35.0,0
26734,286192514,119.99,42.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99,77.99,35.0,1
26736,7082510,5.99,1.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,14.370000000000001,20.03,0
26742,4014216,269.99,108.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.99,323.98,40.0,1
26746,4019453,89.99,36.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.989999999999995,107.97999999999999,40.0,0
26749,2884772-266,244.99,73.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.49,514.47,30.0,0
26757,7081305,5.99,2.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,49.92,0
26767,4014300,410.99,123.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.69,287.69,30.0,1
26770,5437772,3.99,1.99,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,49.87,0
26771,5258192,38.99,19.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.500000000000004,19.500000000000004,49.99,0
26773,4016998,96.99,38.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.19,58.19,40.0,0
26775,7516610,3.99,1.99,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,49.87,0
26776,7556959,2.99,1.49,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000000000000002,7.500000000000001,49.83,0
26777,2862797,15.99,5.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,10.39,35.02,0
26778,2860741,39.99,14.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.990000000000002,103.96000000000001,35.01,0
26780,286170011,299.99,105.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.99,389.98,35.0,1
26781,286170012,299.99,105.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.99,389.98,35.0,1
26782,286170308,299.99,105.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.99,194.99,35.0,1
26783,286170312,299.99,105.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.99,389.98,35.0,1
26784,286170313,299.99,105.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.99,389.98,35.0,1
26787,286263402,689.99,241.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.49,448.49,35.0,1
26788,286167704,114.99,40.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.74,74.74,35.0,0
26789,286263503,689.99,241.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.49,896.98,35.0,1
26790,286263509,689.99,241.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.49,896.98,35.0,1
26791,286263512,689.99,241.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.49,896.98,35.0,1
26792,286273903,259.99,91.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.99,675.96,35.0,1
26793,5456676,32.99,13.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.790000000000003,19.790000000000003,40.01,0
26794,5452569,205.99,82.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.59,123.59,40.0,0
26802,5262804-01,141.99,49.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.29,92.29,35.0,1
26803,8360133,38.99,19.11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.880000000000003,39.760000000000005,49.01,0
26813,4018096,3.99,1.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,49.87,1
26815,5142883,8.99,4.41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,9.16,49.05,1
26816,5814860,2.99,1.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000000000000002,3.0000000000000004,49.83,1
26817,7557187,2.99,1.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000000000000002,3.0000000000000004,49.83,1
26820,7520330,5.99,2.99,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,49.92,1
26824,3515138,38.99,11.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.290000000000003,27.290000000000003,30.01,0
26827,7517361,25.99,12.99,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.999999999999998,38.99999999999999,49.98,0
26835,5417556,3.99,1.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,49.87,1
26840,7547667,44.99,11.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.74,67.48,25.01,1
26842,2889304-01,399.99,120.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.99,1399.95,30.0,0
26849,5417876,8.99,4.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,49.94,0
26850,7045292,3.99,1.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,49.87,0
26862,1023750-329,51.99,15.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.39,36.39,30.01,0
26867,286284309,559.99,196.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.99,363.99,35.0,1
26868,286283703,339.99,119.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.99,220.99,35.0,1
26869,286283709,339.99,119.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.99,220.99,35.0,1
26870,28628463634,284.99,99.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.24,185.24,35.0,1
26871,286284402,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
26872,286284412,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
26873,286284414,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
26874,286285402,199.99,70.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99,259.98,35.0,1
26875,286285403,199.99,70.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99,259.98,35.0,1
26876,286285409,199.99,70.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99,259.98,35.0,1
26877,286283802,339.99,119.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.99,220.99,35.0,1
26878,286283809,339.99,119.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.99,220.99,35.0,1
26879,286065812,359.99,126.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.99,233.99,35.0,1
26880,286284502,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
26881,286284506,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
26882,286284512,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
26883,286285314,299.99,105.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.99,194.99,35.0,1
26884,286284802,99.99,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,129.98,35.0,1
26885,286285003,104.99,36.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24,136.48,35.0,1
26886,286285006,104.99,36.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24,136.48,35.0,1
26887,286295306,359.99,126.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.99,233.99,35.0,1
26888,286295309,359.99,126.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.99,233.99,35.0,1
26889,286288202,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26890,286288209,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26891,286288212,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26892,286288214,46.99,16.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,30.540000000000003,35.01,1
26893,286288302,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26894,286288312,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26895,286288314,46.99,16.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,30.540000000000003,35.01,1
26896,286288509,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
26897,286288514,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
26898,286288402,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
26899,286288406,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
26900,286288409,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
26901,286288702,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26902,286288703,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26903,286288709,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26904,286288802,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
26905,286288806,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
26906,286288812,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
26907,286288814,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
26908,286288603,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26909,286288606,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26910,286288612,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
26911,286288614,46.99,16.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,30.540000000000003,35.01,1
26912,286289202,39.99,14.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.990000000000002,51.980000000000004,35.01,1
26915,286289203,39.99,14.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.990000000000002,51.980000000000004,35.01,1
26916,286289206,39.99,14.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.990000000000002,51.980000000000004,35.01,1
26917,286289303,67.99,23.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.19,88.38,35.01,1
26918,286189103,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
26919,286189114,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
26920,286289602,79.99,28.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.989999999999995,51.989999999999995,35.0,1
26921,286289612,79.99,28.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.989999999999995,51.989999999999995,35.0,1
26922,286279112,59.99,21.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,38.99,35.01,1
26923,286289902,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,0
26924,286289906,129.99,45.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,168.98000000000002,35.0,1
26925,286290003,129.99,45.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,168.98000000000002,35.0,1
26927,286291002,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
26928,286291009,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
26929,286278903,59.99,21.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,77.98,35.01,1
26931,286292102,119.99,42.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99,155.98,35.0,1
26932,286277906,119.99,42.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99,155.98,35.0,1
26933,286277909,119.99,42.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99,155.98,35.0,1
26934,286166403,99.99,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,129.98,35.0,1
26935,286166406,99.99,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,129.98,35.0,1
26936,286166409,99.99,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,129.98,35.0,1
26937,286292309,89.99,31.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.489999999999995,58.489999999999995,35.0,1
26938,2862947,24.99,8.75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.24,48.72,35.01,0
26939,2862938,67.99,23.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.19,265.14,35.01,1
26942,4017768,314.99,126.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.99,188.99,40.0,1
26951,7518086,6.99,3.49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,14.0,49.93,0
26952,2635426,6.99,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,8.38,40.06,1
26960,2889301-266,279.99,84.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.99,195.99,30.0,0
26978,7080813,8.99,4.49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,40.5,49.94,0
26992,5454592-01,44.99,22.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94,22.94,49.01,0
27009,5138467-626,141.99,56.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.19000000000001,85.19000000000001,40.0,0
27022,3610210,44.99,20.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.740000000000002,49.480000000000004,45.01,1
27023,2206684,51.99,20.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.19,62.38,40.01,1
27024,2830513,20.99,6.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.549999999999997,14.549999999999997,30.68,0
27032,1913317,179.99,63.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.99000000000001,467.96000000000004,35.0,0
27036,2889617-266,209.99,63.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.99,293.98,30.0,1
27047,1811-3547,1184.99,331.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.1600000000001,853.1600000000001,28.0,1
27048,1811-3542,1114.99,312.23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.76,802.76,28.0,1
27062,2020-1884,47.99,14.42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.57,234.99,30.05,0
27072,1310-2266,547.99,164.42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.57000000000005,383.57000000000005,30.0,0
27090,0258332,273.99,95.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.09,178.09,35.0,1
27094,076SR9051,189.99,57.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.99,132.99,30.0,1
27095,237386089,66.99,26.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.19,40.19,40.01,1
27100,353-0654,29.99,10.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.47,19.47,35.08,0
27106,566-14928,122.99,34.44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.55,177.1,28.0,1
27114,180206,128.99,45.15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.84,167.68,35.0,1
27118,4084-003-000-000,29.95,10.48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.47,77.88,34.99,1
27119,72607718758,190.99,61.79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.20000000000002,129.20000000000002,32.35,1
27120,3119-000-012-001,569.95,199.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.47,370.47,35.0,1
27121,76228523099,449.99,180.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.4,538.8,40.13,1
27122,76228548130,475.99,152.99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,646.0,32.14,1
27123,76229898433,337.99,108.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.82,229.82,32.0,1
27124,76228524787,449.99,180.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.4,269.4,40.13,1
27125,76227922741,399.99,160.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.4,239.4,40.15,1
27126,76221541375,544.99,218.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.53,326.53,40.09,1
27127,981071944,229.99,69.69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3,160.3,30.3,1
27128,3119-000-009-001,569.95,199.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.47,370.47,35.0,1
27129,3119-000-011-001,569.95,199.48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.47,740.94,35.0,1
27130,76228559100,455.99,146.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.4,309.4,32.15,1
27131,76221541342,379.99,133.64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.35000000000002,246.35000000000002,35.17,1
27132,76229898434,337.99,108.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.82,229.82,32.0,1
27133,76218567536,321.99,103.66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.33,436.66,32.19,1
27134,76218536387,279.99,112.59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,502.20000000000005,40.21,1
27135,76218567658,138.99,44.97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.02000000000001,94.02000000000001,32.35,1
27136,76218395264,57.99,11.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.09,46.09,20.52,1
27137,3302-0706,229.99,69.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.97000000000003,160.97000000000003,30.01,1
27140,76218567653,138.99,44.97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.02000000000001,94.02000000000001,32.35,1
27141,76218536385,279.99,112.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,334.8,40.21,1
27142,76218395956,57.99,11.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.09,46.09,20.52,1
27143,76218536379,289.99,116.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4,346.8,40.2,1
27144,3302-0700,229.99,69.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.97000000000003,160.97000000000003,30.01,1
27145,76218395957,57.99,11.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.09,46.09,20.52,1
27146,7136709,459.99,225.23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.76000000000002,234.76000000000002,48.96,0
27147,887.DT04-2P,3.25,1.81,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,11.52,55.69,1
27148,887.DT04-12P,13.99,6.49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,22.5,46.39,1
27149,887.460202,1.49,0.71,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,70.2,47.65,1
27150,887.DT06-2S,3.99,1.84,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1500000000000004,19.35,46.12,1
27151,887.W2P,0.99,0.85,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,5.460000000000001,85.86,1
27152,887.W3P,0.99,0.82,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17000000000000004,8.160000000000002,82.83,1
27153,887.W6S,0.99,0.86,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,6.11,86.87,1
27154,887.W3S,0.99,0.82,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17000000000000004,8.330000000000002,82.83,1
27156,887.W6P,0.99,0.74,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,22.0,74.75,1
27157,887.DT04-6P,9.48,4.62,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,38.88,48.73,1
27158,887.DT04-4P,8.33,5.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,23.310000000000002,60.02,1
27159,887.W8P,0.99,0.65,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33999999999999997,8.5,65.66,1
27160,887.462209,2.99,1.63,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3600000000000003,118.32000000000002,54.52,1
27161,0302-1053,473.99,165.92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.07000000000005,616.1400000000001,35.0,1
27162,0301-0732,335.99,182.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.95000000000002,153.95000000000002,54.18,0
27163,0306-0524,437.99,234.88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.11,406.22,53.63,1
27164,357060,439.99,154.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.99,285.99,35.0,1
27165,20-1941,282.35,139.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.15000000000003,143.15000000000003,49.3,1
27166,0317-0353,374.99,191.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,183.0,51.2,1
27167,0306-0035,292.99,155.87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.12,274.24,53.2,1
27168,508034,349.99,186.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.78,163.78,53.2,1
27169,0317-0163,407.99,217.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.94,190.94,53.2,1
27170,0302-0847,454.99,242.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.92000000000002,212.92000000000002,53.2,1
27171,0316-0492,388.99,136.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.82000000000002,252.82000000000002,35.01,1
27172,0301-0502,328.99,168.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.37,160.37,51.25,0
27173,0302-1185,407.99,217.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.92000000000002,190.92000000000002,53.2,1
27174,0317-0352,437.95,230.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.81,623.4300000000001,52.55,1
27175,111839,358.99,195.65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.34,326.68,54.5,1
27176,0302-1298,503.99,176.42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.57000000000005,327.57000000000005,35.0,1
27177,0316-0148,331.99,176.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.37,155.37,53.2,1
27178,MIT574235,254.0,125.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.01,128.01,49.6,1
