,Part Number,Price,Margin,Quantity,Sales Last Year - Jan,Sales Last Year - Feb,Sales Last Year - Mar,Sales Last Year - Apr,Sales Last Year - May,Sales Last Year - Jun,Sales Last Year - Jul,Sales Last Year - Aug,Sales Last Year - Sep,Sales Last Year - Oct,Sales Last Year - Nov,Last Year Total Sales,Sales - Jan,Sales - Feb,Sales - Mar,Sales - Apr,Sales - May,Sales - Jun,Sales - Jul,Sales - Aug,Sales - Sep,Sales - Oct,Sales - Nov,Total Sales,Sales Last Week,Sales Last 2 Weeks,Sales Last Month,Sales Last 3 Months,Sales Last 6 Months,Sales Last 9 Months,Sales Last 12 Months,Sales Last 2 Years,Sales Last 3 Years,Sales Last 4 Years,Sales Last 5 Years,Cost Per Unit,Total Cost,Margin %,Obsolete
62091,2884996-266,704.99,211.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.49,1480.47,30.0,0
62095,2638306,121.99,60.99,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.99999999999999,182.99999999999997,50.0,0
62102,7547977,3.99,1.99,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,49.87,1
62104,7556121,2.99,1.49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000000000000002,13.500000000000002,49.83,0
62105,5417360,2.99,1.49,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000000000000002,15.000000000000002,49.83,1
62106,5143344-458,134.99,54.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.99000000000001,80.99000000000001,40.0,1
62118,7670090,3.99,1.99,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,34.0,49.87,0
62120,5415328,6.99,3.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,7.0,49.93,1
62130,1023756-329,51.99,15.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.39,36.39,30.01,0
62133,286284314,559.99,196.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.99,363.99,35.0,1
62134,286283702,339.99,119.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.99,220.99,35.0,1
62135,286283706,339.99,119.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.99,220.99,35.0,1
62136,286283712,339.99,119.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.99,220.99,35.0,1
62137,28628463232,284.99,99.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.24,370.48,35.0,1
62138,28628463432,284.99,99.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.24,370.48,35.0,1
62139,28628463434,284.99,99.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.24,185.24,35.0,1
62140,28628463632,284.99,99.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.24,370.48,35.0,1
62141,28628463832,284.99,99.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.24,370.48,35.0,1
62142,286284406,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
62143,286284409,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
62144,286285406,199.99,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99,129.99,35.0,0
62145,286285412,199.99,70.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99,259.98,35.0,1
62146,286283812,339.99,119.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.99,220.99,35.0,1
62148,286065806,359.99,126.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.99,233.99,35.0,1
62149,286284503,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
62150,286284803,99.99,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,129.98,35.0,1
62151,286284806,99.99,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,129.98,35.0,1
62152,286284809,99.99,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,129.98,35.0,1
62153,286285009,104.99,36.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24,136.48,35.0,1
62154,286285012,104.99,36.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24,136.48,35.0,1
62155,286284902,99.99,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,129.98,35.0,1
62156,286284906,99.99,35.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99,129.98,35.0,1
62157,286295302,359.99,126.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.99,233.99,35.0,1
62158,286295303,359.99,126.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.99,233.99,35.0,1
62159,286288206,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
62160,286288303,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
62161,286288309,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
62162,286288502,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62165,286288503,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62166,286288506,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62167,286288512,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62168,286288403,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62169,286288412,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62170,286288414,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
62171,286288902,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62172,286288903,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62173,286288914,54.99,19.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,35.74,35.01,1
62174,286288706,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
62175,286288712,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
62176,286288714,46.99,16.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,30.540000000000003,35.01,1
62177,286288803,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62178,286288809,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62179,286288602,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
62180,286288609,46.99,16.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,61.080000000000005,35.01,1
62181,286289212,39.99,14.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.990000000000002,51.980000000000004,35.01,1
62182,286289214,39.99,14.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.990000000000002,51.980000000000004,35.01,1
62183,286289306,67.99,23.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.19,44.19,35.01,0
62184,286289309,67.99,23.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.19,88.38,35.01,1
62185,286289402,59.99,21.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,77.98,35.01,1
62186,286289406,59.99,21.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,77.98,35.01,1
62187,286289409,59.99,21.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,77.98,35.01,1
62188,286289414,59.99,21.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,38.99,35.01,1
62189,286189102,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62190,286279106,59.99,21.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,77.98,35.01,1
62191,286279109,59.99,21.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,77.98,35.01,1
62192,286289903,129.99,45.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,168.98000000000002,35.0,1
62193,286289912,129.99,45.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,168.98000000000002,35.0,1
62194,286290002,129.99,45.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,168.98000000000002,35.0,1
62195,286290014,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
62196,286290202,104.99,36.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24,68.24,35.0,1
62197,286290203,104.99,36.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24,68.24,35.0,0
62198,286290212,104.99,36.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24,68.24,35.0,1
62199,286291003,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62200,286291006,54.99,19.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74,71.48,35.01,1
62201,286278902,59.99,21.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,77.98,35.01,1
62202,286278906,59.99,21.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,77.98,35.01,1
62203,286292106,119.99,42.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99,155.98,35.0,1
62204,286292109,119.99,42.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99,155.98,35.0,1
62205,286277902,119.99,42.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99,155.98,35.0,1
62206,286292303,89.99,31.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.489999999999995,116.97999999999999,35.0,1
62207,286292306,89.99,31.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.489999999999995,116.97999999999999,35.0,1
62208,2862855,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
62209,2862924,32.99,11.55,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.44,85.76,35.01,1
62210,2862943,129.99,45.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,168.98000000000002,35.0,1
62211,2862948,15.99,5.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,41.56,35.02,1
62212,2862950,15.99,5.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,41.56,35.02,1
62213,2862958,15.99,5.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,20.78,35.02,0
62214,2862949,15.99,5.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,41.56,35.02,1
62216,2208760,115.99,52.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.78999999999999,255.15999999999997,45.0,1
62217,2203680,128.99,51.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.39000000000001,154.78000000000003,40.0,1
62218,2203673,25.99,7.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.189999999999998,54.56999999999999,30.01,1
62219,2203684,70.99,35.49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.49999999999999,106.49999999999997,49.99,1
62237,5459037,38.99,19.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.500000000000004,39.00000000000001,49.99,0
62255,7557201,2.99,1.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000000000000002,1.5000000000000002,49.83,1
62279,2414784,76.99,26.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.03999999999999,50.03999999999999,35.0,0
62286,5270564-410,51.99,25.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.000000000000004,26.000000000000004,49.99,1
62310,5455021-727,153.99,46.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.79,107.79,30.0,0
62324,5414383,8.99,4.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,9.0,49.94,1
62325,7519986,5.99,2.99,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,49.92,1
62326,7547144,2.99,1.49,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000000000000002,15.000000000000002,49.83,1
62331,5417368,205.99,82.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.59,123.59,40.0,1
62332,4014860,57.99,28.99,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.000000000000004,145.00000000000003,49.99,1
62338,5141804,3.99,1.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,49.87,0
62339,4016819,32.99,16.49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.500000000000004,66.00000000000001,49.98,1
62356,1811-4070,1119.99,313.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.36,806.36,28.0,1
62357,1811-4069,1119.99,313.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.36,806.36,28.0,1
62361,1811-3546,1184.99,331.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.1600000000001,853.1600000000001,28.0,1
62362,1811-3142,894.99,250.63,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.36,1933.08,28.0,1
62366,1624-0229,216.99,65.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.87,151.87,30.01,1
62390,1013-0165,42.99,12.92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07,30.07,30.05,1
62392,0602-0729,172.99,60.57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.42000000000002,112.42000000000002,35.01,1
62394,3650004,21.99,6.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.389999999999999,30.779999999999998,30.01,0
62412,2511451,157.99,47.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.59,110.59,30.0,1
62416,107A23,33.99,11.9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.090000000000003,176.72000000000003,35.01,1
62419,361-5101,52.99,21.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.770000000000003,31.770000000000003,40.05,1
62420,314-A3619,29.99,10.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.47,19.47,35.08,1
62437,397410,16.99,5.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.04,11.04,35.02,0
62438,397488,61.99,21.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.290000000000006,120.87000000000002,35.01,1
62439,147120,46.99,16.45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000003,152.70000000000002,35.01,1
62441,247013,109.99,38.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.49,71.49,35.0,1
62442,515103,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
62443,515104,129.99,45.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,168.98000000000002,35.0,1
62444,515105,129.99,45.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,168.98000000000002,35.0,1
62445,515106,129.99,45.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49000000000001,84.49000000000001,35.0,1
62446,7547453,3.99,1.99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,49.87,0
62447,T2049200,60.99,23.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.540000000000006,37.540000000000006,38.45,0
62448,4084-003-000-110,29.95,10.48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.47,77.88,34.99,1
62449,76228559105,455.99,146.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.4,309.4,32.15,1
62450,981071945,229.99,69.69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3,160.3,30.3,1
62451,76228526108,399.99,160.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.4,239.4,40.15,1
62452,72607716557,190.99,61.79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.20000000000002,129.20000000000002,32.35,1
62453,76228548131,475.99,152.99,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,969.0,32.14,1
62454,76221541339,379.99,133.64,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.35000000000002,1478.1000000000001,35.17,1
62455,76221541338,379.99,133.64,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.35000000000002,1478.1000000000001,35.17,1
62456,72607718757,275.99,88.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,187.0,32.24,1
62457,72607718765,190.99,61.79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.20000000000002,129.20000000000002,32.35,1
62458,76228523097,449.99,180.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.4,538.8,40.13,1
62459,76228541050,325.99,104.99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,442.0,32.21,1
62460,76228544287,475.99,152.99,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,1292.0,32.14,1
62461,76227922742,399.99,160.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.4,478.8,40.15,1
62462,76228567474,384.99,123.84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.15,261.15,32.17,1
62465,72607718763,190.99,61.79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.20000000000002,129.20000000000002,32.35,1
62466,76229898432,337.99,108.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.82,229.82,32.0,1
62467,76218567654,138.99,64.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.66000000000001,74.66000000000001,46.28,1
62468,555-05464,129.99,67.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.400000000000006,62.400000000000006,52.0,1
62469,76218536371,249.99,100.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.4,298.8,40.24,1
62470,76218536380,289.99,116.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4,173.4,40.2,1
62471,3302-0701,229.99,69.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.97000000000003,160.97000000000003,30.01,1
62472,981042036,349.99,105.69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.3,244.3,30.2,1
62473,3302-0699,229.99,69.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.97000000000003,160.97000000000003,30.01,1
62474,76218536375,289.99,116.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4,173.4,40.2,1
62475,76218536383,279.99,112.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,334.8,40.21,1
62476,MGVA22003-L,199.99,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99,129.99,35.0,0
62477,887.106020012,0.99,0.67,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31999999999999995,22.719999999999995,67.68,1
62478,887.W4S,0.99,0.76,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22999999999999998,3.4499999999999997,76.77,1
62479,887.W12P,0.99,0.57,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42000000000000004,9.66,57.58,1
62480,887.DT06-8S,11.99,6.71,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,31.68,55.96,1
62481,887.W4P,0.99,0.78,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20999999999999996,3.3599999999999994,78.79,1
62482,887.W2S,0.99,0.86,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,5.07,86.87,1
62483,887.DT06-3S,5.64,3.09,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,15.299999999999999,54.79,1
62484,887.DT06-4S,9.05,5.43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.620000000000001,18.100000000000005,60.0,1
62486,887.W12S,0.99,0.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42000000000000004,10.500000000000002,57.58,1
62487,887.106214012,1.99,1.25,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,32.56,62.81,1
62488,887.DT04-8P,9.99,4.83,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16,15.48,48.35,1
62489,887.460215,1.59,0.79,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,79.2,49.69,1
62490,887.DT06-12S,17.99,9.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.389999999999999,41.949999999999996,53.36,1
62491,887.106014012,0.99,0.55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43999999999999995,24.199999999999996,55.56,1
62492,887.DT06-6S,9.28,4.53,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.749999999999999,42.74999999999999,48.81,1
62493,887.462201,2.49,1.26,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2300000000000002,78.72000000000001,50.6,1
62494,0302-1217,525.99,284.97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.01999999999998,241.01999999999998,54.18,0
62495,0301-0426,304.99,156.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.82000000000002,148.82000000000002,51.2,1
62496,0302-1215,488.99,260.14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.85000000000002,457.70000000000005,53.2,1
62497,15-1090,176.99,79.71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.28000000000002,97.28000000000002,45.04,1
62498,15-1102,229.99,114.77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.22000000000001,115.22000000000001,49.9,0
62499,15-1077,156.99,81.94,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.05000000000001,225.15000000000003,52.19,1
62500,102-1504,224.99,116.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.00000000000001,108.00000000000001,52.0,1
62501,0301-0661,385.99,197.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,188.0,51.29,1
62502,0302-0842,557.99,277.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.29,280.29,49.77,0
62503,0316-0200,263.99,166.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,97.0,63.26,0
62504,0302-1097,366.99,195.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.75,171.75,53.2,1
62505,0305-0036,304.99,166.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.99,138.99,54.43,1
62506,0302-1477,417.99,214.43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.56,203.56,51.3,1
62507,0308-0010,339.99,119.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.97000000000003,220.97000000000003,35.01,1
62508,0316-0156,198.99,125.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.00000000000001,73.00000000000001,63.31,1
62509,0316-0137,294.99,156.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.06,276.12,53.2,1
62510,0317-0248,276.99,147.36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.63,259.26,53.2,1
62511,0306-0105,337.99,179.81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.18,158.18,53.2,1
62512,0316-0152,260.99,91.37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.62,169.62,35.01,1
62513,95-1541,266.99,138.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.14000000000001,128.14000000000001,52.01,1
62514,0301-0023,210.99,106.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.36000000000001,104.36000000000001,50.54,1
62515,0316-0285,362.99,185.99,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,531.0,51.24,1
62516,22-0105,190.19,85.11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.08,105.08,44.75,1
62517,16-1459,343.44,96.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.28,247.28,28.0,1
