,Part Number,Description,Supplier Name,Margin %,Margin,Price,Quantity,Gross Profit -  Last Month,Gross Profit -  Last 3 Months,Gross Profit -  Last 6 Months,Gross Profit -  Last 9 Months,Gross Profit -  Last 12 Months,Gross Profit -  Last 2 Years,Gross Profit -  Last 3 Years,Gross Profit -  Last 4 Years,Gross Profit -  Last 5 Years,Gross Profit -  Last 10 Years,Total Gross Profit,Gross Profit - Jan,Gross Profit - Feb,Gross Profit - Mar,Gross Profit - Apr,Gross Profit - May,Gross Profit - Jun,Gross Profit - Jul,Gross Profit - Aug,Gross Profit - Sep,Gross Profit - Oct,Gross Profit - Nov,Gross Profit - Dec
20285,230016,shorai lithium battery,kimpex,40.0,136.4,340.99,0.0,0.0,0.0,0.0,-340.99,-340.99,-340.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20285,230016,shorai lithium battery,kimpex,40.0,136.4,340.99,0.0,0.0,0.0,0.0,-340.99,-340.99,-340.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20285,230016,shorai lithium battery,kimpex,40.0,136.4,340.99,0.0,0.0,0.0,0.0,-340.99,-340.99,-340.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21036,23417675530,bushing,bmw group canada,30.22,7.25,23.99,1.0,0.0,23.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.99,0.0,23.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21037,23417675530,sleeve,bmw group canada,34.56,8.84,25.58,0.0,0.0,0.0,0.0,25.58,25.58,51.16,51.16,51.16,76.74,76.74,0.0,0.0,0.0,-25.58,0.0,25.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,26111230414,screw,bmw group canada,35.19,2.46,6.99,21.0,0.0,0.0,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,0.0,0.0,-27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,26111230414,screw,bmw group canada,35.19,2.46,6.99,21.0,0.0,0.0,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,0.0,0.0,-27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,26111230414,screw,bmw group canada,35.19,2.46,6.99,21.0,0.0,0.0,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,0.0,0.0,-27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,26111230414,screw,bmw group canada,35.19,2.46,6.99,21.0,0.0,0.0,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,0.0,0.0,-27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,26111230414,screw,bmw group canada,35.19,2.46,6.99,21.0,0.0,0.0,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,0.0,0.0,-27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,26111230414,screw,bmw group canada,35.19,2.46,6.99,21.0,0.0,0.0,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,0.0,0.0,-27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,26111230414,screw,bmw group canada,35.19,2.46,6.99,21.0,0.0,0.0,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,0.0,0.0,-27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,26111230414,screw,bmw group canada,35.19,2.46,6.99,21.0,0.0,0.0,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,0.0,0.0,-27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,26111230414,screw,bmw group canada,35.19,2.46,6.99,21.0,0.0,0.0,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,0.0,0.0,-27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,26111230414,screw,bmw group canada,35.19,2.46,6.99,21.0,0.0,0.0,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,-27.96,0.0,0.0,-27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23018,26111230414,bolt,bmw group canada,60.0,6.3,10.5,0.0,0.0,0.0,0.0,220.5,220.5,304.5,304.5,430.5,598.5,640.5,-42.0,0.0,0.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23018,26111230414,bolt,bmw group canada,60.0,6.3,10.5,0.0,0.0,0.0,0.0,220.5,220.5,304.5,304.5,430.5,598.5,640.5,-42.0,0.0,0.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24443,286065803,ww zoe jkt-m,polaris acceptance,35.0,126.0,359.99,0.0,359.99,359.99,359.99,359.99,359.99,359.99,359.99,359.99,359.99,359.99,0.0,-359.99,0.0,0.0,0.0,0.0,0.0,359.99,0.0,0.0,0.0,0.0,0.0
24634,286089503,modular matt hlmt - m,polaris acceptance,35.0,136.5,389.99,2.0,-389.99,389.99,389.99,389.99,389.99,779.98,779.98,779.98,779.98,779.98,389.99,0.0,0.0,0.0,0.0,779.98,0.0,0.0,-389.99,0.0,0.0,0.0,0.0
24634,286089503,modular matt hlmt - m,polaris acceptance,35.0,136.5,389.99,2.0,-389.99,389.99,389.99,389.99,389.99,779.98,779.98,779.98,779.98,779.98,389.99,0.0,0.0,0.0,0.0,779.98,0.0,0.0,-389.99,0.0,0.0,0.0,0.0
24712,286094103,mw twin pocket plaid shirt m,polaris acceptance,90.0,89.99,99.99,3.0,0.0,0.0,0.0,-99.99,-99.99,-99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24712,286094103,mw twin pocket plaid shirt m,polaris acceptance,90.0,89.99,99.99,3.0,0.0,0.0,0.0,-99.99,-99.99,-99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24712,286094103,mw twin pocket plaid shirt m,polaris acceptance,90.0,89.99,99.99,3.0,0.0,0.0,0.0,-99.99,-99.99,-99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24735,286095009,ww navy ls performance tee,polaris acceptance,75.0,63.74,84.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.99,-84.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24735,286095009,ww navy ls performance tee,polaris acceptance,75.0,63.74,84.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.99,-84.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24736,286095012,ww navy ls performance tee,polaris acceptance,75.0,63.74,84.99,1.0,0.0,0.0,-84.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.99,-84.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24736,286095012,ww navy ls performance tee,polaris acceptance,75.0,63.74,84.99,1.0,0.0,0.0,-84.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.99,-84.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24776,286135203,"imc textile belt bk, m",polaris acceptance,35.01,15.75,44.99,0.0,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,-44.99,-44.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24776,286135203,"imc textile belt bk, m",polaris acceptance,35.01,15.75,44.99,0.0,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,-44.99,-44.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25269,286283803,ww black hills jkt ce blk m,polaris acceptance,35.0,119.0,339.99,1.0,-339.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.99,-339.99,0.0,0.0,0.0,0.0,0.0
25269,286283803,ww black hills jkt ce blk m,polaris acceptance,35.0,119.0,339.99,1.0,-339.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.99,-339.99,0.0,0.0,0.0,0.0,0.0
25311,286285303,ww riding legging blk m,polaris acceptance,35.0,105.0,299.99,2.0,-299.99,-299.99,-299.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.99,0.0,0.0,0.0,0.0,0.0,-299.99,0.0,0.0,0.0,0.0,0.0
25311,286285303,ww riding legging blk m,polaris acceptance,35.0,105.0,299.99,2.0,-299.99,-299.99,-299.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.99,0.0,0.0,0.0,0.0,0.0,-299.99,0.0,0.0,0.0,0.0,0.0
25311,286285303,ww riding legging blk m,polaris acceptance,35.0,105.0,299.99,2.0,-299.99,-299.99,-299.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.99,0.0,0.0,0.0,0.0,0.0,-299.99,0.0,0.0,0.0,0.0,0.0
25311,286285303,ww riding legging blk m,polaris acceptance,35.0,105.0,299.99,2.0,-299.99,-299.99,-299.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.99,0.0,0.0,0.0,0.0,0.0,-299.99,0.0,0.0,0.0,0.0,0.0
25460,286291209,ww bk marl est. 1901 tee xl,polaris acceptance,74.99,35.24,46.99,0.0,46.99,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,46.99,0.0,0.0,0.0,0.0,93.98,-46.99,0.0,0.0,0.0,0.0,0.0,0.0
26045,2869770-S,christmas bauble-each,polaris acceptance,27.71,0.69,2.49,6.0,0.0,0.0,0.0,0.0,0.0,-14.94,-14.94,-14.94,-14.94,-14.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26045,2869770-S,christmas bauble-each,polaris acceptance,27.71,0.69,2.49,6.0,0.0,0.0,0.0,0.0,0.0,-14.94,-14.94,-14.94,-14.94,-14.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26045,2869770-S,christmas bauble-each,polaris acceptance,27.71,0.69,2.49,6.0,0.0,0.0,0.0,0.0,0.0,-14.94,-14.94,-14.94,-14.94,-14.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26045,2869770-S,christmas bauble-each,polaris acceptance,27.71,0.69,2.49,6.0,0.0,0.0,0.0,0.0,0.0,-14.94,-14.94,-14.94,-14.94,-14.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26045,2869770-S,christmas bauble-each,polaris acceptance,27.71,0.69,2.49,6.0,0.0,0.0,0.0,0.0,0.0,-14.94,-14.94,-14.94,-14.94,-14.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26104,2879577-01,"kit-bag,windshield,blk",polaris acceptance,30.0,78.0,259.99,1.0,0.0,0.0,0.0,-259.99,259.99,259.99,519.98,519.98,519.98,519.98,-259.99,-259.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26104,2879577-01,"kit-bag,windshield,blk",polaris acceptance,30.0,78.0,259.99,1.0,0.0,0.0,0.0,-259.99,259.99,259.99,519.98,519.98,519.98,519.98,-259.99,-259.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26104,2879577-01,"kit-bag,windshield,blk",polaris acceptance,30.0,78.0,259.99,1.0,0.0,0.0,0.0,-259.99,259.99,259.99,519.98,519.98,519.98,519.98,-259.99,-259.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26115,2879666-02,"kit-pad,backrest,pass,blk/stud",polaris acceptance,30.0,108.0,359.99,0.0,0.0,359.99,359.99,359.99,719.98,1079.97,1799.95,1799.95,1799.95,1799.95,0.0,-359.99,0.0,0.0,0.0,0.0,359.99,0.0,0.0,0.0,0.0,0.0,0.0
26126,2879768-266-T,"kit-exhaust,stage1,50,csr,blk",polaris acceptance,0.0,0.0,350.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.99,-350.99,-350.99,-350.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26126,2879768-266-T,"kit-exhaust,stage1,50,csr,blk",polaris acceptance,0.0,0.0,350.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.99,-350.99,-350.99,-350.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26126,2879768-266-T,"kit-exhaust,stage1,50,csr,blk",polaris acceptance,0.0,0.0,350.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.99,-350.99,-350.99,-350.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26126,2879768-266-T,"kit-exhaust,stage1,50,csr,blk",polaris acceptance,0.0,0.0,350.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.99,-350.99,-350.99,-350.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26215,2880728-468,"kit-peg,shifter,toe,blkand",polaris acceptance,30.0,39.0,129.99,3.0,0.0,-129.99,0.0,0.0,0.0,259.98,649.95,779.94,779.94,779.94,0.0,0.0,0.0,0.0,129.99,0.0,-129.99,0.0,0.0,0.0,0.0,0.0,0.0
26215,2880728-468,"kit-peg,shifter,toe,blkand",polaris acceptance,30.0,39.0,129.99,3.0,0.0,-129.99,0.0,0.0,0.0,259.98,649.95,779.94,779.94,779.94,0.0,0.0,0.0,0.0,129.99,0.0,-129.99,0.0,0.0,0.0,0.0,0.0,0.0
26254,2880917-156,"k-rail,saddlebag,chr",polaris acceptance,30.0,174.0,579.99,1.0,0.0,579.99,579.99,1159.98,1159.98,1739.97,2319.96,2319.96,2319.96,2319.96,579.99,0.0,0.0,0.0,0.0,0.0,579.99,-579.99,579.99,0.0,0.0,0.0,0.0
26374,2883321-13,"k-badges,tour,blk prl",polaris acceptance,30.0,84.0,279.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-279.99,-279.99,-279.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26374,2883321-13,"k-badges,tour,blk prl",polaris acceptance,30.0,84.0,279.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-279.99,-279.99,-279.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26374,2883321-13,"k-badges,tour,blk prl",polaris acceptance,30.0,84.0,279.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-279.99,-279.99,-279.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26523,2884129,"k-lens,signal,scout,smoke",polaris acceptance,30.0,19.5,64.99,1.0,0.0,0.0,-64.99,0.0,64.99,129.98,324.95,324.95,324.95,324.95,0.0,64.99,-64.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26523,2884129,"k-lens,signal,scout,smoke",polaris acceptance,30.0,19.5,64.99,1.0,0.0,0.0,-64.99,0.0,64.99,129.98,324.95,324.95,324.95,324.95,0.0,64.99,-64.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26598,2884600-266,"k-fuel cap,locking,blk",polaris acceptance,30.0,39.0,129.99,9.0,129.99,259.98,259.98,259.98,389.97,389.97,389.97,389.97,389.97,389.97,259.98,0.0,0.0,0.0,0.0,259.98,-129.99,129.99,0.0,0.0,0.0,0.0,0.0
26706,2889144-VBA,"k-bag,wknd,tour",polaris acceptance,30.0,147.0,489.99,3.0,-489.99,0.0,489.99,489.99,489.99,3919.92,3919.92,3919.92,3919.92,3919.92,489.99,0.0,0.0,489.99,0.0,489.99,0.0,-489.99,0.0,0.0,0.0,0.0,0.0
26706,2889144-VBA,"k-bag,wknd,tour",polaris acceptance,30.0,147.0,489.99,3.0,-489.99,0.0,489.99,489.99,489.99,3919.92,3919.92,3919.92,3919.92,3919.92,489.99,0.0,0.0,489.99,0.0,489.99,0.0,-489.99,0.0,0.0,0.0,0.0,0.0
26707,2889145-VBA,"k-bag,day,tour",polaris acceptance,30.0,81.0,269.99,2.0,0.0,-269.99,539.98,539.98,539.98,1349.95,1349.95,1349.95,1349.95,1349.95,539.98,0.0,0.0,809.97,0.0,-269.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26707,2889145-VBA,"k-bag,day,tour",polaris acceptance,30.0,81.0,269.99,2.0,0.0,-269.99,539.98,539.98,539.98,1349.95,1349.95,1349.95,1349.95,1349.95,539.98,0.0,0.0,809.97,0.0,-269.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26764,2889807-266,"k-pass,backrest,fixed,low,blk",polaris acceptance,30.0,108.0,359.99,2.0,-359.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.99,0.0,-359.99,0.0,0.0,0.0,0.0,0.0
26764,2889807-266,"k-pass,backrest,fixed,low,blk",polaris acceptance,30.0,108.0,359.99,2.0,-359.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.99,0.0,-359.99,0.0,0.0,0.0,0.0,0.0
26769,2890036-VBB,"k-pad,pss bckrst,chief,blk",polaris acceptance,30.0,42.0,139.99,5.0,-139.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.99,0.0,-139.99,0.0,0.0,0.0,0.0,0.0
26769,2890036-VBB,"k-pad,pss bckrst,chief,blk",polaris acceptance,30.0,42.0,139.99,5.0,-139.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.99,0.0,-139.99,0.0,0.0,0.0,0.0,0.0
26782,2890218,"k-grip,heated,clamp",polaris acceptance,30.0,129.0,429.99,10.0,0.0,-429.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.99,-429.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26782,2890218,"k-grip,heated,clamp",polaris acceptance,30.0,129.0,429.99,10.0,0.0,-429.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.99,-429.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26842,29593,mirror extender black (pr),thibault canada,35.02,7.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27538,307-1459,mp 14-0513 brk lever,motovan,51.97,8.31,15.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27791,310140,150/80-16 rear metz me880,parts canada/power twins,35.01,85.07,242.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-242.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28392,314-A3609,hfa3609 air filter 13780-20f00,motovan,35.07,11.22,31.99,1.0,0.0,0.0,0.0,0.0,0.0,-31.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28688,31422314723,angular ball bearing,bmw group canada,38.55,42.79,110.99,1.0,0.0,0.0,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,110.99,0.0,0.0,110.99,0.0,-110.99,110.99,0.0,0.0,0.0,0.0,0.0,0.0
28689,31422314723,angular contact ball bearing,bmw group canada,38.0,41.8,110.0,0.0,0.0,0.0,0.0,110.0,110.0,220.0,220.0,220.0,440.0,440.0,110.0,0.0,0.0,110.0,0.0,-110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
28796,31427660426,"pan-head machine screw, rear",bmw group canada,45.35,3.17,6.99,1.0,0.0,0.0,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28796,31427660426,"pan-head machine screw, rear",bmw group canada,45.35,3.17,6.99,1.0,0.0,0.0,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28796,31427660426,"pan-head machine screw, rear",bmw group canada,45.35,3.17,6.99,1.0,0.0,0.0,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28796,31427660426,"pan-head machine screw, rear",bmw group canada,45.35,3.17,6.99,1.0,0.0,0.0,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28796,31427660426,"pan-head machine screw, rear",bmw group canada,45.35,3.17,6.99,1.0,0.0,0.0,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28796,31427660426,"pan-head machine screw, rear",bmw group canada,45.35,3.17,6.99,1.0,0.0,0.0,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28796,31427660426,"pan-head machine screw, rear",bmw group canada,45.35,3.17,6.99,1.0,0.0,0.0,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28796,31427660426,"pan-head machine screw, rear",bmw group canada,45.35,3.17,6.99,1.0,0.0,0.0,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28796,31427660426,"pan-head machine screw, rear",bmw group canada,45.35,3.17,6.99,1.0,0.0,0.0,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28796,31427660426,"pan-head machine screw, rear",bmw group canada,45.35,3.17,6.99,1.0,0.0,0.0,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,0.0,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28797,31427660426,screw m8x65,bmw group canada,60.0,5.34,8.9,0.0,0.0,0.0,0.0,8.9,8.9,17.8,17.8,17.8,17.8,17.8,-8.9,0.0,-8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28797,31427660426,screw m8x65,bmw group canada,60.0,5.34,8.9,0.0,0.0,0.0,0.0,8.9,8.9,17.8,17.8,17.8,17.8,17.8,-8.9,0.0,-8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28846,31427676129,bolt,bmw group canada,28.35,58.39,205.99,1.0,0.0,-205.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.99,0.0,-205.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28846,31427676129,bolt,bmw group canada,28.35,58.39,205.99,1.0,0.0,-205.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.99,0.0,-205.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28847,31427676129,bolt,bmw group canada,28.0,57.4,205.0,0.0,0.0,0.0,0.0,205.0,205.0,205.0,205.0,205.0,410.0,410.0,0.0,0.0,0.0,205.0,0.0,-205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29078,31428396077,bush,bmw group canada,29.45,14.43,48.99,8.0,0.0,-97.98,0.0,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,0.0,0.0,0.0,97.98,-97.98,0.0,0.0,0.0,0.0,0.0,0.0
29078,31428396077,bush,bmw group canada,29.45,14.43,48.99,8.0,0.0,-97.98,0.0,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,0.0,0.0,0.0,97.98,-97.98,0.0,0.0,0.0,0.0,0.0,0.0
29079,31428396077,bush,bmw group canada,28.0,13.44,48.0,0.0,0.0,0.0,0.0,576.0,576.0,576.0,672.0,1056.0,1824.0,3696.0,96.0,96.0,0.0,0.0,0.0,96.0,-96.0,0.0,0.0,0.0,0.0,0.0,0.0
29089,31428520150,"spacer, silver",bmw group canada,36.41,13.65,37.49,0.0,0.0,0.0,0.0,37.49,37.49,37.49,37.49,37.49,37.49,37.49,-37.49,0.0,-37.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29089,31428520150,"spacer, silver",bmw group canada,36.41,13.65,37.49,0.0,0.0,0.0,0.0,37.49,37.49,37.49,37.49,37.49,37.49,37.49,-37.49,0.0,-37.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29090,31428520150,"spacer, silver",bmw group canada,37.25,14.15,37.99,1.0,0.0,0.0,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,0.0,-37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29090,31428520150,"spacer, silver",bmw group canada,37.25,14.15,37.99,1.0,0.0,0.0,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,0.0,-37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29090,31428520150,"spacer, silver",bmw group canada,37.25,14.15,37.99,1.0,0.0,0.0,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,0.0,-37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29090,31428520150,"spacer, silver",bmw group canada,37.25,14.15,37.99,1.0,0.0,0.0,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,0.0,-37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
