,Part Number,Description,Supplier Name,Margin %,Margin,Price,Quantity,Gross Profit -  Last Month,Gross Profit -  Last 3 Months,Gross Profit -  Last 6 Months,Gross Profit -  Last 9 Months,Gross Profit -  Last 12 Months,Gross Profit -  Last 2 Years,Gross Profit -  Last 3 Years,Gross Profit -  Last 4 Years,Gross Profit -  Last 5 Years,Gross Profit -  Last 10 Years,Total Gross Profit,Gross Profit - Jan,Gross Profit - Feb,Gross Profit - Mar,Gross Profit - Apr,Gross Profit - May,Gross Profit - Jun,Gross Profit - Jul,Gross Profit - Aug,Gross Profit - Sep,Gross Profit - Oct,Gross Profit - Nov,Gross Profit - Dec
29090,31428520150,"spacer, silver",bmw group canada,37.25,14.15,37.99,1.0,0.0,0.0,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,0.0,-37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29090,31428520150,"spacer, silver",bmw group canada,37.25,14.15,37.99,1.0,0.0,0.0,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,0.0,-37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29090,31428520150,"spacer, silver",bmw group canada,37.25,14.15,37.99,1.0,0.0,0.0,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,0.0,-37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29090,31428520150,"spacer, silver",bmw group canada,37.25,14.15,37.99,1.0,0.0,0.0,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,0.0,-37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29090,31428520150,"spacer, silver",bmw group canada,37.25,14.15,37.99,1.0,0.0,0.0,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,0.0,-37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29090,31428520150,"spacer, silver",bmw group canada,37.25,14.15,37.99,1.0,0.0,0.0,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,-37.99,0.0,-37.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29153,31428548880,set of gaskets,bmw group canada,36.52,44.19,120.99,7.0,0.0,241.98,241.98,241.98,241.98,241.98,241.98,241.98,241.98,241.98,241.98,0.0,0.0,0.0,0.0,483.96,-241.98,0.0,0.0,0.0,0.0,0.0,0.0
29154,31428548880,"set of gaskets, telescopic forks",bmw group canada,28.57,35.84,125.44,0.0,0.0,0.0,0.0,1128.96,1128.96,1881.6,2885.12,2885.12,3386.88,3763.2,250.88,0.0,0.0,0.0,0.0,501.76,-250.88,0.0,0.0,0.0,0.0,0.0,0.0
29723,321-0061,packtalk bold duo jbl,motovan corporation,52.0,457.07,878.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-878.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31529,33-735,51913/mg51913/gel battery,motovan corporation,35.0,54.95,156.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-156.99,313.98,784.95,1412.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31677,3310-0204,apex ds gloves l black astars,parts canada/power twins,35.02,38.52,109.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32107,33177685052,rubber boot,bmw group canada,36.32,35.95,98.99,2.0,0.0,0.0,395.96,494.95,494.95,494.95,494.95,494.95,494.95,494.95,494.95,98.99,0.0,395.96,0.0,-98.99,98.99,0.0,0.0,0.0,0.0,0.0,0.0
32108,33177685052,rubber boot,bmw group canada,36.0,35.46,98.5,0.0,0.0,0.0,0.0,295.5,394.0,788.0,1576.0,2167.0,2659.5,2856.5,492.5,98.5,0.0,394.0,0.0,-98.5,98.5,0.0,0.0,0.0,0.0,0.0,0.0
32992,34-08303,"ram,x-grip,univ,hldr,w/1',bal",gamma sales inc.,35.04,21.02,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.99,119.98,119.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33399,34117660850,mounting parts set,bmw group canada,33.17,14.26,42.99,3.0,0.0,-85.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.98,0.0,-85.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33399,34117660850,mounting parts set,bmw group canada,33.17,14.26,42.99,3.0,0.0,-85.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.98,0.0,-85.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33400,34117660850,mounting parts set,bmw group canada,32.0,13.52,42.25,0.0,0.0,0.0,0.0,126.75,126.75,211.25,211.25,380.25,633.75,718.25,0.0,0.0,0.0,84.5,0.0,-84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33416,34117671780,"set of brake pads, sintered",bmw group canada,48.55,45.15,92.99,2.0,0.0,-185.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.98,0.0,-185.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33416,34117671780,"set of brake pads, sintered",bmw group canada,48.55,45.15,92.99,2.0,0.0,-185.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.98,0.0,-185.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33417,34117671780,brake pad-repair kit,bmw group canada,45.17,41.56,92.0,0.0,0.0,0.0,0.0,184.0,184.0,368.0,552.0,1104.0,1104.0,1472.0,0.0,0.0,0.0,184.0,0.0,-184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34500,34912151A,lower bush,ducati,31.41,22.61,71.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34522,34913251A,upper bushing,ducati,32.05,31.41,97.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-195.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35580,3601-0605-L,"motorex,4t,15w50",parts canada/power twins,48.58,8.74,17.99,212.3,1241.31,2734.48,4191.67,-2716.49,-125.93,3544.03,3544.03,3544.03,3544.03,3544.03,-3184.23,-701.6099999999999,287.84,467.74,521.7099999999999,701.6099999999999,953.47,989.45,0.0,0.0,0.0,0.0,0.0
35580,3601-0605-L,"motorex,4t,15w50",parts canada/power twins,48.58,8.74,17.99,212.3,1241.31,2734.48,4191.67,-2716.49,-125.93,3544.03,3544.03,3544.03,3544.03,3544.03,-3184.23,-701.6099999999999,287.84,467.74,521.7099999999999,701.6099999999999,953.47,989.45,0.0,0.0,0.0,0.0,0.0
35580,3601-0605-L,"motorex,4t,15w50",parts canada/power twins,48.58,8.74,17.99,212.3,1241.31,2734.48,4191.67,-2716.49,-125.93,3544.03,3544.03,3544.03,3544.03,3544.03,-3184.23,-701.6099999999999,287.84,467.74,521.7099999999999,701.6099999999999,953.47,989.45,0.0,0.0,0.0,0.0,0.0
35580,3601-0605-L,"motorex,4t,15w50",parts canada/power twins,48.58,8.74,17.99,212.3,1241.31,2734.48,4191.67,-2716.49,-125.93,3544.03,3544.03,3544.03,3544.03,3544.03,-3184.23,-701.6099999999999,287.84,467.74,521.7099999999999,701.6099999999999,953.47,989.45,0.0,0.0,0.0,0.0,0.0
35974,361-2152,fa215/2 ebc brake pad,motovan,55.81,30.69,54.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.99,0.0,54.99,329.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36256,36148406798,holder rear reflector,bmw group canada,28.76,27.03,93.99,11.0,0.0,0.0,187.98,187.98,187.98,187.98,187.98,187.98,187.98,187.98,187.98,0.0,0.0,0.0,0.0,375.96,-187.98,0.0,0.0,0.0,0.0,0.0,0.0
36257,36148406798,holder rear reflector,bmw group canada,28.0,26.04,93.0,0.0,0.0,0.0,0.0,1209.0,1209.0,1395.0,1953.0,2511.0,5022.0,7812.0,186.0,0.0,0.0,0.0,0.0,372.0,-186.0,0.0,0.0,0.0,0.0,0.0,0.0
37473,3807-0165,optimate cable o-04,parts canada    power twins (price,40.91,7.63,18.65,0.0,0.0,0.0,0.0,37.3,37.3,37.3,-18.65,-18.65,-18.65,-18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37473,3807-0165,optimate cable o-04,parts canada    power twins (price,40.91,7.63,18.65,0.0,0.0,0.0,0.0,37.3,37.3,37.3,-18.65,-18.65,-18.65,-18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37473,3807-0165,optimate cable o-04,parts canada    power twins (price,40.91,7.63,18.65,0.0,0.0,0.0,0.0,37.3,37.3,37.3,-18.65,-18.65,-18.65,-18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37473,3807-0165,optimate cable o-04,parts canada    power twins (price,40.91,7.63,18.65,0.0,0.0,0.0,0.0,37.3,37.3,37.3,-18.65,-18.65,-18.65,-18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37537,3807-0522S,optimate mntr l-ion o-127,parts canada/power twins,46.68,8.8642,18.99,66.0,0.0,0.0,0.0,18.99,246.87,-113.94,-113.94,-113.94,-113.94,-113.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37537,3807-0522S,optimate mntr l-ion o-127,parts canada/power twins,46.68,8.8642,18.99,66.0,0.0,0.0,0.0,18.99,246.87,-113.94,-113.94,-113.94,-113.94,-113.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37537,3807-0522S,optimate mntr l-ion o-127,parts canada/power twins,46.68,8.8642,18.99,66.0,0.0,0.0,0.0,18.99,246.87,-113.94,-113.94,-113.94,-113.94,-113.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37537,3807-0522S,optimate mntr l-ion o-127,parts canada/power twins,46.68,8.8642,18.99,66.0,0.0,0.0,0.0,18.99,246.87,-113.94,-113.94,-113.94,-113.94,-113.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37537,3807-0522S,optimate mntr l-ion o-127,parts canada/power twins,46.68,8.8642,18.99,66.0,0.0,0.0,0.0,18.99,246.87,-113.94,-113.94,-113.94,-113.94,-113.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37627,381134,heated peak vest unisex bk l,kimpex,19.39,31.03,159.99,1.0,159.99,159.99,319.98,479.97,479.97,479.97,479.97,479.97,479.97,479.97,0.0,-159.99,0.0,159.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38691,4018466,"switchcrl,2row,lh",polaris acceptance,25.0,146.0,583.99,1.0,0.0,0.0,0.0,0.0,0.0,-583.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39142,4080353,chain adjust c hook wrench,moto,30.01,11.7,38.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.99,0.0,0.0,0.0,38.99,-38.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39143,4080353,chain adjust c hook wrench,thibault canada,37.01,18.5,49.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,499.9,0.0,0.0,0.0,49.99,-49.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39144,4080353,chain adjust c hook wrench,thibault canada (price book),30.01,15.0,49.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,-49.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39383,410159516,spr.16t fz6r 09-13 oe,thibault canada,37.72,9.05,23.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39479,411245346,spr.46t yam fz6r 09-15 oe,thibault canada,35.01,15.4,43.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40360,4264404,150/70r17 tl 69h phantom sport,thibault canada,35.0,130.9,373.99,0.0,0.0,0.0,0.0,0.0,0.0,373.99,-373.99,-373.99,-373.99,373.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40360,4264404,150/70r17 tl 69h phantom sport,thibault canada,35.0,130.9,373.99,0.0,0.0,0.0,0.0,0.0,0.0,373.99,-373.99,-373.99,-373.99,373.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40360,4264404,150/70r17 tl 69h phantom sport,thibault canada,35.0,130.9,373.99,0.0,0.0,0.0,0.0,0.0,0.0,373.99,-373.99,-373.99,-373.99,373.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40674,433P4191A,marking plate,ducati,32.42,19.45,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41178,4402-0928,50s motorcycle communication,parts canada/power twins,39.84,193.23,484.99,2.0,0.0,-484.99,484.99,484.99,969.98,969.98,969.98,969.98,969.98,969.98,484.99,0.0,0.0,0.0,969.98,-484.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41178,4402-0928,50s motorcycle communication,parts canada/power twins,39.84,193.23,484.99,2.0,0.0,-484.99,484.99,484.99,969.98,969.98,969.98,969.98,969.98,969.98,484.99,0.0,0.0,0.0,969.98,-484.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41185,440200,chatterbox xbi2h,parts canada/power twins,54.0,134.99,249.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41437,44440038A,"filter, oil",ducati canada,45.56,14.12,30.99,0.0,0.0,0.0,0.0,0.0,-30.99,2603.16,8057.4,11497.29,11497.29,11497.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41811,4519617360,r2 xl,schuberth,41.39,305.85,739.0,0.0,0.0,-739.0,0.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,0.0,739.0,0.0,0.0,-739.0,0.0,0.0,0.0,0.0,0.0,0.0
41811,4519617360,r2 xl,schuberth,41.39,305.85,739.0,0.0,0.0,-739.0,0.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,0.0,739.0,0.0,0.0,-739.0,0.0,0.0,0.0,0.0,0.0,0.0
41812,4519617360,r2 dot enforcer grey 61 xl,schuberth north america,41.39,305.85,739.0,0.0,0.0,0.0,0.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,0.0,739.0,0.0,0.0,-739.0,0.0,0.0,0.0,0.0,0.0,0.0
42570,46519909279,fillister-head screw,bmw group canada,37.42,4.3,11.49,0.0,0.0,0.0,0.0,183.84,229.8,275.76,436.62,528.54,781.32,781.32,22.98,0.0,45.96,-45.96,0.0,45.96,-22.98,0.0,0.0,0.0,0.0,0.0,0.0
42570,46519909279,fillister-head screw,bmw group canada,37.42,4.3,11.49,0.0,0.0,0.0,0.0,183.84,229.8,275.76,436.62,528.54,781.32,781.32,22.98,0.0,45.96,-45.96,0.0,45.96,-22.98,0.0,0.0,0.0,0.0,0.0,0.0
42571,46519909279,fillister-head screw,bmw group canada,40.03,4.8,11.99,28.0,0.0,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,0.0,47.96,-47.96,0.0,47.96,-23.98,0.0,0.0,0.0,0.0,0.0,0.0
42571,46519909279,fillister-head screw,bmw group canada,40.03,4.8,11.99,28.0,0.0,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,0.0,47.96,-47.96,0.0,47.96,-23.98,0.0,0.0,0.0,0.0,0.0,0.0
42600,46522301583,tension spring,bmw group canada,36.58,4.02,10.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99,-10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42601,46522301583,tens spring,bmw group canada,42.71,4.89,11.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.349999999999994,34.349999999999994,45.8,0.0,0.0,11.45,-11.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43030,46545A097B9,topcase mounting plate for,bmw group canada,28.33,29.89,105.49,0.0,0.0,0.0,0.0,0.0,105.49,105.49,210.98,210.98,210.98,210.98,-105.49,-105.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43030,46545A097B9,topcase mounting plate for,bmw group canada,28.33,29.89,105.49,0.0,0.0,0.0,0.0,0.0,105.49,105.49,210.98,210.98,210.98,210.98,-105.49,-105.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43031,46545A097B9,blende topcasetrager,bmw group canada,28.67,30.39,105.99,1.0,0.0,0.0,0.0,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43031,46545A097B9,blende topcasetrager,bmw group canada,28.67,30.39,105.99,1.0,0.0,0.0,0.0,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43031,46545A097B9,blende topcasetrager,bmw group canada,28.67,30.39,105.99,1.0,0.0,0.0,0.0,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43031,46545A097B9,blende topcasetrager,bmw group canada,28.67,30.39,105.99,1.0,0.0,0.0,0.0,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43031,46545A097B9,blende topcasetrager,bmw group canada,28.67,30.39,105.99,1.0,0.0,0.0,0.0,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43031,46545A097B9,blende topcasetrager,bmw group canada,28.67,30.39,105.99,1.0,0.0,0.0,0.0,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43031,46545A097B9,blende topcasetrager,bmw group canada,28.67,30.39,105.99,1.0,0.0,0.0,0.0,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43031,46545A097B9,blende topcasetrager,bmw group canada,28.67,30.39,105.99,1.0,0.0,0.0,0.0,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43031,46545A097B9,blende topcasetrager,bmw group canada,28.67,30.39,105.99,1.0,0.0,0.0,0.0,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,-105.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43032,46545A097C0,top case carrier,bmw group canada,32.09,59.84,186.49,0.0,0.0,0.0,0.0,0.0,186.49,186.49,372.98,372.98,372.98,372.98,-186.49,-186.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43032,46545A097C0,top case carrier,bmw group canada,32.09,59.84,186.49,0.0,0.0,0.0,0.0,0.0,186.49,186.49,372.98,372.98,372.98,372.98,-186.49,-186.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43033,46545A097C0,top case carrier,bmw group canada,32.27,60.34,186.99,1.0,0.0,0.0,0.0,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43033,46545A097C0,top case carrier,bmw group canada,32.27,60.34,186.99,1.0,0.0,0.0,0.0,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43033,46545A097C0,top case carrier,bmw group canada,32.27,60.34,186.99,1.0,0.0,0.0,0.0,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43033,46545A097C0,top case carrier,bmw group canada,32.27,60.34,186.99,1.0,0.0,0.0,0.0,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43033,46545A097C0,top case carrier,bmw group canada,32.27,60.34,186.99,1.0,0.0,0.0,0.0,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43033,46545A097C0,top case carrier,bmw group canada,32.27,60.34,186.99,1.0,0.0,0.0,0.0,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43033,46545A097C0,top case carrier,bmw group canada,32.27,60.34,186.99,1.0,0.0,0.0,0.0,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43033,46545A097C0,top case carrier,bmw group canada,32.27,60.34,186.99,1.0,0.0,0.0,0.0,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43033,46545A097C0,top case carrier,bmw group canada,32.27,60.34,186.99,1.0,0.0,0.0,0.0,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,-186.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43034,46545A097C1,luggage grid,bmw group canada,32.07,128.1,399.49,0.0,0.0,0.0,0.0,0.0,399.49,399.49,399.49,399.49,399.49,399.49,-399.49,-399.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43034,46545A097C1,luggage grid,bmw group canada,32.07,128.1,399.49,0.0,0.0,0.0,0.0,0.0,399.49,399.49,399.49,399.49,399.49,399.49,-399.49,-399.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43035,46545A097C1,luggage grid,bmw group canada,32.15,128.6,399.99,1.0,0.0,0.0,0.0,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43035,46545A097C1,luggage grid,bmw group canada,32.15,128.6,399.99,1.0,0.0,0.0,0.0,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43035,46545A097C1,luggage grid,bmw group canada,32.15,128.6,399.99,1.0,0.0,0.0,0.0,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43035,46545A097C1,luggage grid,bmw group canada,32.15,128.6,399.99,1.0,0.0,0.0,0.0,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43035,46545A097C1,luggage grid,bmw group canada,32.15,128.6,399.99,1.0,0.0,0.0,0.0,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43035,46545A097C1,luggage grid,bmw group canada,32.15,128.6,399.99,1.0,0.0,0.0,0.0,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43035,46545A097C1,luggage grid,bmw group canada,32.15,128.6,399.99,1.0,0.0,0.0,0.0,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43035,46545A097C1,luggage grid,bmw group canada,32.15,128.6,399.99,1.0,0.0,0.0,0.0,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43035,46545A097C1,luggage grid,bmw group canada,32.15,128.6,399.99,1.0,0.0,0.0,0.0,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,-399.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43287,46548520067,left case holder,bmw group canada,35.14,115.97,329.99,1.0,0.0,329.99,329.99,329.99,329.99,329.99,329.99,329.99,329.99,329.99,329.99,0.0,0.0,0.0,0.0,659.98,-329.99,0.0,0.0,0.0,0.0,0.0,0.0
43288,46548520067,"case carrier, left",bmw group canada,35.0,115.24,329.26,0.0,0.0,0.0,0.0,658.52,658.52,987.78,1646.3,1975.56,2634.08,2963.34,329.26,0.0,0.0,0.0,0.0,658.52,-329.26,0.0,0.0,0.0,0.0,0.0,0.0
43289,46548520068,case holder right,bmw group canada,35.14,115.97,329.99,4.0,0.0,329.99,329.99,329.99,329.99,329.99,329.99,329.99,329.99,329.99,329.99,0.0,0.0,0.0,0.0,659.98,-329.99,0.0,0.0,0.0,0.0,0.0,0.0
